owner_name,associate_id,facility_count,active_facility_count,flags,classification,reason
Carrollwood Rehabilitation Center LLC,0840540613,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Daniel L Lahey,0840541041,14,13,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
"Hazlet Garden Group, LLC",0840548202,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Jennifer Mcmanaman,0840550760,1,1,network,index,single_facility_with_context:network
Allure Care Management LLC,0840553210,6,6,"portfolio,network",index,two_or_more_active_facilities
Abe and Rachel Bak Family Trust,0840559829,11,11,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
Anne Matist,0840563607,1,1,network,index,single_facility_with_context:network
Ulises E Diaz,0840576682,1,1,network,index,single_facility_with_context:network
Betsy Ross Rehabilitation Center,0840577862,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Wanda Mercado,0840583282,26,26,"sffc,portfolio,network",index,two_or_more_active_facilities
Suzanne Mackay,0840588448,1,1,network,index,single_facility_with_context:network
Pines of Sarasota Management Corporation,0840591681,1,1,network,index,single_facility_with_context:network
Barclays Rehabilitation and Healthcare Center LLC,0840593596,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Jeffrey Brudnick,0840602371,6,6,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Maywood SNF Operations LLC,0840603809,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Brandon J Mcfarlane,0840617197,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Lorri Ann Senk,0840622239,2,2,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Debra Gagliano,0840624870,1,1,network,index,single_facility_with_context:network
Joseph Nshiewat,0840627139,1,1,network,index,single_facility_with_context:network
Lcs Essex Meadows Jv LLC,0840630182,1,1,network,index,single_facility_with_context:network
Safety Harbor Health Holdco LLC,0840642328,1,1,network,index,single_facility_with_context:network
Arabella of Carrabelle Opco LLC,0840646006,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Allarian Rehabilitation & Senior Living LLC,0840650297,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Lawrence Eric Davidow,0840658027,1,1,network,index,single_facility_with_context:network
Stacy Pedersen,0840676334,1,1,network,index,single_facility_with_context:network
Shawnee Lynn Neff,0840676482,1,1,network,index,single_facility_with_context:network
Edward Napoleon,0840677217,1,1,network,index,single_facility_with_context:network
Alan Hertel,0840679874,2,2,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
En Operations Acquisitions LLC,0840683405,1,1,"abuse,sffc,network,affiliated,operator_grouping",index,"single_facility_with_context:abuse,sffc,network"
Nicholas Dukas,0840684346,1,1,network,index,single_facility_with_context:network
Unknown party,0840701827,1,1,network,index,single_facility_with_context:network
Unknown party,0840703641,1,1,network,index,single_facility_with_context:network
Unknown party,0840703716,1,1,network,index,single_facility_with_context:network
Sg Bristol Holdings LLC,0840705067,1,1,network,index,single_facility_with_context:network
Unknown party,0840705497,1,1,network,index,single_facility_with_context:network
Unknown party,0840705786,1,1,network,index,single_facility_with_context:network
William Pomeranz,0840712493,17,17,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
"Health Advocates Network, Inc.",0840712998,1,1,network,index,single_facility_with_context:network
"Gandt Ventures, LLC",0840713582,1,1,network,index,single_facility_with_context:network
Unknown party,0840714176,3,3,"multi_state,portfolio,network",index,two_or_more_active_facilities
Unknown party,0840715801,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,0840715926,1,1,abuse,index,single_facility_with_context:abuse
Unknown party,0840716205,1,1,network,index,single_facility_with_context:network
Francis Vavonese,0840716353,1,1,network,index,single_facility_with_context:network
Janet Conte,0840716585,1,1,network,index,single_facility_with_context:network
Unknown party,0840718474,1,1,network,index,single_facility_with_context:network
"Omega Healthcare Investors, Inc.",0840719076,1,1,network,index,single_facility_with_context:network
Cme Jm Propco Holdings LLC,0840724092,2,2,"portfolio,network",index,two_or_more_active_facilities
Wheat Chaff LP,0840725925,10,10,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
5H1 LLC,0840731337,2,2,"sff,portfolio,network",index,two_or_more_active_facilities
Td SNF Opco LLC,0840734190,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Woodbury SNF Operations LLC,0840735544,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Gandy Holdco LLC,0840761045,1,1,network,index,single_facility_with_context:network
Unknown party,0840765046,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,0840765491,1,1,network,index,single_facility_with_context:network
"Burg & Weingarten, Cpa, Pc",0840766176,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Benjamin Gross,0840772190,1,1,network,index,single_facility_with_context:network
Unknown party,0840773693,1,1,network,index,single_facility_with_context:network
Margaret Portillo,0840774246,1,1,network,index,single_facility_with_context:network
Krystyna Bayron,0840774584,1,1,network,index,single_facility_with_context:network
Erin Lewis,0840775359,1,1,network,index,single_facility_with_context:network
Unknown party,0840775409,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,0840775797,1,1,network,index,single_facility_with_context:network
Debbie Williams,0840776068,1,1,network,index,single_facility_with_context:network
Unknown party,0840776183,1,1,network,index,single_facility_with_context:network
Unknown party,0840776761,1,1,network,index,single_facility_with_context:network
Unknown party,0840777082,1,1,network,index,single_facility_with_context:network
Unknown party,0840777686,1,1,network,index,single_facility_with_context:network
"Lwre, LLC",0840778338,1,1,network,index,single_facility_with_context:network
Unknown party,0840779799,1,0,network,suppress,no_active_facilities
Kevin Thomas,0840780664,1,1,network,index,single_facility_with_context:network
Unknown party,0840781092,1,1,network,index,single_facility_with_context:network
Unknown party,0840782124,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Yosef Edeltuch,0840783247,1,1,network,index,single_facility_with_context:network
Berry Mayer,0840783734,5,5,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Charlie Casimir,0840786315,1,1,network,index,single_facility_with_context:network
Andrea Kovacs,0840786455,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Unknown party,0840789558,1,1,network,index,single_facility_with_context:network
Withumsmith Brown Pc,0840790903,1,1,network,index,single_facility_with_context:network
Unknown party,0840796306,1,1,network,index,single_facility_with_context:network
Unknown party,0840799896,1,1,network,index,single_facility_with_context:network
Andrew Banoff,0941106439,1,1,network,index,single_facility_with_context:network
Sanjay Kumar,0941114177,1,1,network,index,single_facility_with_context:network
The Mcguire Group,0941118087,3,3,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
Chestnut Point Care Center LLC,0941119044,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Betsy H Biddle,0941206783,1,1,network,index,single_facility_with_context:network
Cary Maslow,0941213151,7,7,"multi_state,portfolio,network",index,two_or_more_active_facilities
Win Myint,0941244917,1,1,network,index,single_facility_with_context:network
Andrew Weisman,0941245757,1,1,network,index,single_facility_with_context:network
Neal Einhorn,0941252316,23,23,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
St LUKE'S Home Residential Health Care Facility Inc,0941266118,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
St Catherine of Siena Medical Center,0941267876,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Daniel Alexander,0941275077,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Villa Mary Immaculate,0941279004,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Neil J Cichetti,0941291496,2,2,"sffc,portfolio,network",index,two_or_more_active_facilities
Mayer Fischel,0941295059,54,54,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
David Blonder,0941306336,11,11,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Samuel Lipschitz,0941335293,2,2,"portfolio,network",index,two_or_more_active_facilities
Aegir Health Management LLC,0941342976,10,10,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
"Millennium Healthcare Centers, LLC",0941349237,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Gagandeep Singh,0941353007,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Joseph Ng,0941354104,1,1,network,index,single_facility_with_context:network
Laurel Woods Health Care Center LLC,0941363022,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Shemon Singer,0941366223,3,3,"portfolio,network",index,two_or_more_active_facilities
Sherrie Raulerson,0941372668,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Joceylyn Wurster,0941373203,1,1,network,index,single_facility_with_context:network
"Isabella Geriatric Center, Inc.",0941382485,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Glenda Thornton,0941383467,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
John C Morland,0941388490,1,1,"sff,network",index,"single_facility_with_context:sff,network"
Martin Stallone,0941395073,1,1,network,index,single_facility_with_context:network
Ronald Patti,0941397020,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
River Ridge Operating LLC,0941435598,1,1,"sffc,affiliated,operator_grouping",index,"single_facility_with_context:sffc,affiliated,operator_grouping"
Robert B Schoenfeld,0941444780,12,12,"sffc,portfolio,network",index,two_or_more_active_facilities
Aristacare at Cherry Hill LLC,0941460265,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Tara A. Cortes,0941460281,7,7,"abuse,portfolio,network",index,two_or_more_active_facilities
Marilyn J Barbieri,0941461438,1,1,network,index,single_facility_with_context:network
Andrew Krochko,0941461990,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Edward Haberli,0941468912,1,1,,noindex_follow,single_facility_no_context
Peter D Rittmaster,0941471213,1,1,network,index,single_facility_with_context:network
Ghinwa K Dumyati,0941472211,1,1,network,index,single_facility_with_context:network
Linda Stein,0941475925,1,1,network,index,single_facility_with_context:network
Gretchen Deters-smith,0941475974,1,1,network,index,single_facility_with_context:network
Yana Golubitskaya,0941477053,1,1,network,index,single_facility_with_context:network
Keith Anthony Williams,0941483804,1,1,network,index,single_facility_with_context:network
Christina M Antoine,0941508378,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Andrew Sherman,0941513121,1,1,network,index,single_facility_with_context:network
Darlene D Liscum,0941521587,1,1,network,index,single_facility_with_context:network
Dr. Robert Sbriglio 2009 Trust,0941526453,2,2,"portfolio,network",index,two_or_more_active_facilities
