ORGANIZATION NAME,Legal Business Name,CCN,Provider Name,State,City/Town,Chain ID,Chain Name
NURSING CARE CENTER AT MEDFORD INC,NURSING CARE CENTER AT MEDFORD INC,335840,Medford Multicare Center For Living,NY,MEDFORD,,
UNITED ODD FELLOW AND REBEKAH HOME,UNITED ODD FELLOW AND REBEKAH HOME,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,NY,BRONX,,
MORAVIAN CARE HOUSING CORPORATION,MORAVIAN CARE HOUSING CORPORATION,245583,AUBURN HOME IN WACONIA,MN,WACONIA,,
PARK REGENCY CARE LLC,PARK REGENCY CARE LLC,555536,PARK REGENCY CARE CENTER,CA,LA HABRA,811,DAVID & FRANK JOHNSON
AUBURN MANOR,AUBURN MANOR,245604,Auburn Manor,MN,CHASKA,,
"OMNI MANOR, INC.","OMNI MANOR, INC.",365433,OMNI MANOR NURSING HOME,OH,YOUNGSTOWN,567,"WINDSOR HOUSE, INC."
"AG MONROVIA, LLC","AG MONROVIA, LLC",055367,MONROVIA GARDENS HEALTHCARE CENTER,CA,MONROVIA,98,CAMBRIDGE HEALTHCARE SERVICES
"AG ARCADIA, LLC","AG ARCADIA, LLC",055376,HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,CA,ARCADIA,98,CAMBRIDGE HEALTHCARE SERVICES
"AG SAN GABRIEL, LLC","AG SAN GABRIEL, LLC",056201,BROADWAY HEALTHCARE CENTER,CA,SAN GABRIEL,98,CAMBRIDGE HEALTHCARE SERVICES
AG REDLANDS LLC,AG REDLANDS LLC,055650,HIGHLAND CARE CENTER OF REDLANDS,CA,REDLANDS,98,CAMBRIDGE HEALTHCARE SERVICES
"AG LA MESA, LLC","AG LA MESA, LLC",055910,COUNTRY MANOR LA MESA HEALTHCARE CENTER,CA,LA MESA,98,CAMBRIDGE HEALTHCARE SERVICES
"AG WEST COVINA, LLC","AG WEST COVINA, LLC",055992,WEST COVINA HEALTHCARE CENTER,CA,WEST COVINA,98,CAMBRIDGE HEALTHCARE SERVICES
"AG SEAL BEACH, LLC","AG SEAL BEACH, LLC",056010,SEAL BEACH HEALTH AND REHABILITATION CENTER,CA,SEAL BEACH,98,CAMBRIDGE HEALTHCARE SERVICES
AG LAGUNA HILLS LLC,AG LAGUNA HILLS LLC,056110,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,CA,LAGUNA HILLS,98,CAMBRIDGE HEALTHCARE SERVICES
"AG LYNWOOD, LLC","AG LYNWOOD, LLC",056415,LYNWOOD POST ACUTE CARE CENTER,CA,LYNWOOD,98,CAMBRIDGE HEALTHCARE SERVICES
"AG MURRIETA SNF, LLC","AG MURRIETA SNF, LLC",555747,MURRIETA HEALTH AND REHABILITATION CENTER,CA,MURRIETA,98,CAMBRIDGE HEALTHCARE SERVICES
"GLENDALE CV OPERATING COMPANY, LLC","GLENDALE CV OPERATING COMPANY, LLC",555609,GLENDALE HEALTHCARE CENTER,CA,GLENDALE,98,CAMBRIDGE HEALTHCARE SERVICES
"BVCV OPERATING COMPANY, LLC","BVCV OPERATING COMPANY, LLC",055817,MONTE VISTA HEALTHCARE CENTER,CA,DUARTE,98,CAMBRIDGE HEALTHCARE SERVICES
"AG RANCHO MIRAGE, LLC","AG RANCHO MIRAGE, LLC",555247,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,CA,RANCHO MIRAGE,98,CAMBRIDGE HEALTHCARE SERVICES
"GHC OF MODESTO, LLC","GHC OF MODESTO, LLC",555190,ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITA,CA,MODESTO,236,GENERATIONS HEALTHCARE
WESTY COMMUNITY CARE HOME INC,WESTY COMMUNITY CARE HOME INC,175471,WESTY COMMUNITY CARE HOME,KS,WESTMORELAND,,
AVERA ST LUKES,AVERA ST LUKES,435042,Avera Mother Joseph Manor Retirement Community,SD,ABERDEEN,61,AVERA HEALTH
VILLA DE LA MAR INC,VILLA DE LA MAR INC,555805,BEL VISTA HEALTHCARE CENTER,CA,LONG BEACH,690,PACS GROUP
CASTLE RIDGE CARE CENTER INC,CASTLE RIDGE CARE CENTER INC,245312,Flagstone,MN,EDEN PRAIRIE,412,PRESBYTERIAN HOMES & SERVICES
"GREENFIELD CARE CENTER OF FULLERTON, LLC","GREENFIELD CARE CENTER OF FULLERTON, LLC",056151,"GREENFIELD CARE CENTER OF FULLERTON, LLC",CA,FULLERTON,213,EVA CARE GROUP
LONE TREE HEALTH CARE CENTER INC.,LONE TREE HEALTH CARE CENTER INC.,165388,Lone Tree Health Care Center Inc,IA,LONE TREE,,
KALEIDA HEALTH,KALEIDA HEALTH,335669,DEGRAFF MEMORIAL HOSPITAL-SKILLED NURSING FACILITY,NY,NORTH TONAWANDA,,
RAMAPO MANOR NURSING CENTER INC,RAMAPO MANOR NURSING CENTER INC,335148,THE WILLOWS AT RAMAPO REHAB AND NURSING CENTER,NY,SUFFERN,110,CARERITE CENTERS
DIAKON LUTHERAN SOCIAL MINISTRIES,DIAKON LUTHERAN SOCIAL MINISTRIES,395117,"LUTHERAN HOME AT TOPTON, THE",PA,TOPTON,,
METH WICK COMMUNITY,METH WICK COMMUNITY,165542,Meth-Wick Health Center,IA,Cedar Rapids,,
COTTAGE GROVE PLACE,COTTAGE GROVE PLACE,165322,Cottage Grove Place,IA,Cedar Rapids,,
"WNY CATHOLIC LONG TERM CARE, INC.","WNY CATHOLIC LONG TERM CARE, INC.",335777,FATHER BAKER MANOR,NY,ORCHARD PARK,,
BROAD REACH OF CHATHAM INC,BROAD REACH OF CHATHAM INC,225330,LIBERTY COMMONS,MA,NORTH CHATHAM,,
"INLAND VALLEY PARTNERS, LLC","INLAND VALLEY PARTNERS, LLC",056431,INLAND VALLEY CARE AND REHABILITATION CENTER,CA,POMONA,,
CLAY & DAVIS DEVELOPMENT LLC,CLAY & DAVIS DEVELOPMENT LLC,505351,ARLINGTON HEALTH AND REHABILITATION,WA,ARLINGTON,442,REGENCY PACIFIC MANAGEMENT
LAKE ORION NURSING CENTER CORPORATION,LAKE ORION NURSING CENTER CORPORATION,235481,Lake Orion Nursing Center,MI,Lake Orion,,
MCAULEY RESIDENCE,MCAULEY RESIDENCE,335433,MCAULEY RESIDENCE,NY,KENMORE,,
"DEEP CREEK RNC, LLC","DEEP CREEK RNC, LLC",105524,PORT CHARLOTTE REHABILITATION CENTER,FL,PORT CHARLOTTE,149,CLEAR CHOICE HEALTHCARE
"MELBOURNE TERRACE RCC, LLC","MELBOURNE TERRACE RCC, LLC",105635,MELBOURNE TERRACE REHABILITATION CENTER,FL,MELBOURNE,149,CLEAR CHOICE HEALTHCARE
EAST BAY NC LLC,EAST BAY NC LLC,105697,EAST BAY REHABILITATION CENTER,FL,CLEARWATER,149,CLEAR CHOICE HEALTHCARE
"CONWAY LAKES NC, LLC","CONWAY LAKES NC, LLC",105754,CONWAY LAKES HEALTH & REHABILITATION CENTER,FL,ORLANDO,149,CLEAR CHOICE HEALTHCARE
"BELLEAIR EAST HCC, LLC","BELLEAIR EAST HCC, LLC",105636,BELLEAIR HEALTH CARE CENTER,FL,CLEARWATER,149,CLEAR CHOICE HEALTHCARE
ORANGE CITY MUNICIPAL HOSPITAL,ORANGE CITY MUNICIPAL HOSPITAL,165538,Prairie Ridge Care Center,IA,ORANGE CITY,,
"GARDEN PARK CARE CENTER, LLC","GARDEN PARK CARE CENTER, LLC",555667,GARDEN PARK CARE CENTER,CA,GARDEN GROVE,811,DAVID & FRANK JOHNSON
"SOUTHERN ACRES CARE CENTER, LP","SOUTHERN ACRES CARE CENTER, LP",195530,DELTA GRANDE SKILLED NURSING AND REHABILITATION,LA,MONROE,396,PARAMOUNT HEALTHCARE CONSULTANTS
CLAY & DAVIS MT BAKER DEVELOPMENT L L C,CLAY & DAVIS MT BAKER DEVELOPMENT L L C,505376,MT BAKER CARE CENTER,WA,BELLINGHAM,442,REGENCY PACIFIC MANAGEMENT
MERCY HOSPITAL OF BUFFALO,MERCY HOSPITAL OF BUFFALO,335308,MERCY HOSPITAL SKILLED NURSING FACILITY,NY,LACKAWANNA,,
SELA HEALTHCARE INC,SELA HEALTHCARE INC,056136,Villa Mesa Care Center,CA,Upland,655,P&M MANAGEMENT
"AMHERST ALLIANCE, LLC","AMHERST ALLIANCE, LLC",366284,AMHERST MEADOWS SKILLED NURSING AND REHAB,OH,MASSILLON,,
ASHLEY MEDICAL CENTER,ASHLEY MEDICAL CENTER,355091,ASHLEY MEDICAL CENTER NURSING HOME,ND,ASHLEY,,
BETHANY LUTHERAN HOME,BETHANY LUTHERAN HOME,165524,Bethany Lutheran Home,IA,Council Bluffs,,
"MAPLE KNOLL COMMUNITIES, INC","MAPLE KNOLL COMMUNITIES, INC",365350,MAPLE KNOLL VILLAGE,OH,CINCINNATI,,
WAYLAND MENNONITE HOME ASSOCIATION,WAYLAND MENNONITE HOME ASSOCIATION,165547,Parkview Home,IA,Wayland,,
MARIAN VILLAGE CORPORATION,MARIAN VILLAGE CORPORATION,235530,Marywood Nursing Care Center,MI,Livonia,684,FELICIAN SERVICES
MARYCREST MANOR,MARYCREST MANOR,055196,MARYCREST MANOR,CA,CULVER CITY,,
"HARRIS HILL NURSING FACILITY, LLC","HARRIS HILL NURSING FACILITY, LLC",335757,"HARRIS HILL NURSING FACILITY, L L C",NY,WILLIAMSVILLE,510,THE MCGUIRE GROUP
"HEALTHPARK CARE CENTER, INC.","HEALTHPARK CARE CENTER, INC.",105779,HEALTHPARK CARE CENTER,FL,FORT MYERS,,
MARIE ESTHER HEALTH CENTER INC,MARIE ESTHER HEALTH CENTER INC,225619,ALLIANCE HEALTH AT MARIE ESTHER,MA,MARLBOROUGH,23,ALLIANCE HEALTH & HUMAN SERVICES
"LAUREL HEALTH CARE COMPANY OF CHATHAM NORTH CAROLINA, INC","LAUREL HEALTH CARE COMPANY OF CHATHAM NORTH CAROLINA, INC",345421,The Laurels of Chatham,NC,Pittsboro,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
TAMA HEALTH CARE ENTERPRISES LLC,TAMA HEALTH CARE ENTERPRISES LLC,165462,Sunny Hill Care Center,IA,TAMA,,
"ANKENY HEALTHCARE ENTERPRISES, LLC","ANKENY HEALTHCARE ENTERPRISES, LLC",165441,Sunny View Care Center,IA,Ankeny,,
"SENECA NURSING HOME, INC.","SENECA NURSING HOME, INC.",145382,LEE MANOR,IL,DES PLAINES,,
"OAK HEALTH CARE INVESTORS OF SALISBURY, INC","OAK HEALTH CARE INVESTORS OF SALISBURY, INC",345428,The Laurels of Salisbury,NC,Salisbury,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
"OAK HEALTH CARE INVESTORS OF NORTH CAROLINA, INC","OAK HEALTH CARE INVESTORS OF NORTH CAROLINA, INC",345389,The Laurels of Forest Glenn,NC,Garner,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
UNIVERSITY PLACE INC,UNIVERSITY PLACE INC,155725,UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING,IN,WEST LAFAYETTE,227,FRANCISCAN COMMUNITIES
AMERICAN LUTHERAN HOMES INC,AMERICAN LUTHERAN HOMES INC,355086,BETHANY ON UNIVERSITY,ND,FARGO,,
"CENTURY CARE OF NEW BERN, INC.","CENTURY CARE OF NEW BERN, INC.",345465,Bayview Nursing & Rehabilitation Center,NC,New Bern,131,CENTURY CARE MANAGEMENT
"AMERICAN LUTHERAN CHURCH-NORTHLAND LUTHERN SERVICES FOR THE ELDERLY, I","AMERICAN LUTHERAN CHURCH-NORTHLAND LUTHERN SERVICES FOR THE ELDERLY, I",525476,LUTHER HOME,WI,MARINETTE,,
"NORTHWEST PARTNERS, LLC","NORTHWEST PARTNERS, LLC",235475,Beaconshire Nursing Centre,MI,Detroit,,
PICO RIVERA HEALTHCARE LLC,PICO RIVERA HEALTHCARE LLC,055170,PICO RIVERA HEALTHCARE CENTER,CA,PICO RIVERA,323,LONGWOOD MANAGEMENT CORPORATION
NORWALK HEALTHCARE LLC,NORWALK HEALTHCARE LLC,055457,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,CA,NORWALK,323,LONGWOOD MANAGEMENT CORPORATION
EVENTIDE,EVENTIDE,165532,"Gracewell, An Eventide Community",IA,Denison,,
"GHC OF NEWPORT BEACH, LLC","GHC OF NEWPORT BEACH, LLC",055518,NEWPORT NURSING AND REHABILITATION CENTER,CA,NEWPORT BEACH,236,GENERATIONS HEALTHCARE
"SPRING LAKE NC, LLC","SPRING LAKE NC, LLC",105730,SPRING LAKE REHABILITATION CENTER,FL,WINTER HAVEN,149,CLEAR CHOICE HEALTHCARE
C STREET HEALTH ASSOCIATES LLC,"C STREET HEALTH ASSOCIATES, LLC",555458,Glenwood Care Center,CA,Oxnard,507,THE ENSIGN GROUP
"HAYMOUNT REHABILITATION AND NURSING CENTER, INC","HAYMOUNT REHABILITATION AND NURSING CENTER, INC",345414,"Haymount Rehabilitation & Nursing Center, Inc.",NC,Fayetteville,131,CENTURY CARE MANAGEMENT
"VICTORIA VENTURA HEALTHCARE, LLC","VICTORIA VENTURA HEALTHCARE, LLC",555478,Victoria Care Center,CA,Ventura,507,THE ENSIGN GROUP
"CENTURY CARE OF LAURINBURG, INC","CENTURY CARE OF LAURINBURG, INC",345383,Scottish Pines Rehabilitation and Nursing Center,NC,Laurinburg,131,CENTURY CARE MANAGEMENT
"BETHANY NURSING HOME AND HEALTH RELATED FACILITY, INC.","BETHANY NURSING HOME AND HEALTH RELATED FACILITY, INC.",335645,Bethany Nursing Home & Health Related Facility Inc,NY,Horseheads,,
CPR ASSOCIATES LLC.,CPR ASSOCIATES LLC.,335532,Aaron Manor Rehabilitation and Nursing Center,NY,Fairport,,
"SCHMITT WOODLAND HILLS, INC.","SCHMITT WOODLAND HILLS, INC.",525671,SCHMITT WOODLAND HILLS,WI,RICHLAND CENTER,,
"EVERGREEN NURSING HOME, LLC","EVERGREEN NURSING HOME, LLC",015089,EVERGREEN NURSING HOME,AL,EVERGREEN,174,CROWNE HEALTH CARE
"CROWNE HEALTH CARE OF GREENVILLE, LLC","CROWNE HEALTH CARE OF GREENVILLE, LLC",015193,CROWNE HEALTH CARE OF GREENVILLE,AL,GREENVILLE,174,CROWNE HEALTH CARE
"JACKSON HEALTH CARE FACILITY, LLC","JACKSON HEALTH CARE FACILITY, LLC",015188,JACKSON HEALTH CARE FACILITY,AL,JACKSON,174,CROWNE HEALTH CARE
MADISON MANOR NURSING HOME LLC,MADISON MANOR NURSING HOME LLC,015214,MADISON MANOR NURSING HOME,AL,MADISON,174,CROWNE HEALTH CARE
"CROWNE HEALTH CARE OF MOBILE, LLC","CROWNE HEALTH CARE OF MOBILE, LLC",015100,CROWNE HEALTH CARE OF MOBILE,AL,MOBILE,174,CROWNE HEALTH CARE
"GRANADA HILLS CONVALESCENT HOSPITAL, INC.","GRANADA HILLS CONVALESCENT HOSPITAL, INC.",056168,GRANADA HILLS CONVALESCENT,CA,GRANADA HILLS,,
"ATMORE NURSING CENTER, LLC","ATMORE NURSING CENTER, LLC",015129,ATMORE NURSING CENTER,AL,ATMORE,174,CROWNE HEALTH CARE
"MASONIC AND EASTERN STAR HOME OF NORTH CAROLINA, INCORPORATED","MASONIC AND EASTERN STAR HOME OF NORTH CAROLINA, INCORPORATED",345506,Whitestone a Masonic and Eastern Star Community,NC,Greensboro,,
"BROWN NURSING HOME, LLC","BROWN NURSING HOME, LLC",015191,BROWN NURSING HOME,AL,ALEXANDER CITY,174,CROWNE HEALTH CARE
"CROWNE HEALTH CARE OF FORT PAYNE, LLC","CROWNE HEALTH CARE OF FORT PAYNE, LLC",015156,CROWNE HEALTH CARE OF FT PAYNE,AL,FORT PAYNE,174,CROWNE HEALTH CARE
"CENTURY CARE OF THE CRYSTAL COAST, INC","CENTURY CARE OF THE CRYSTAL COAST, INC",345170,Crystal Bluffs Rehabilitation and Health Care Cent,NC,Morehead City,131,CENTURY CARE MANAGEMENT
"PARKWOOD HEALTH CARE FACILITY, LLC","PARKWOOD HEALTH CARE FACILITY, LLC",015179,PARKWOOD HEALTH CARE FACILITY,AL,PHENIX CITY,174,CROWNE HEALTH CARE
"WOODHAVEN MANOR NURSING HOME, LLC","WOODHAVEN MANOR NURSING HOME, LLC",015177,WOODHAVEN MANOR NURSING HOME,AL,DEMOPOLIS,174,CROWNE HEALTH CARE
MONTROSE HEALTHCARE INC,MONTROSE HEALTHCARE INC,055135,MONTROSE HEALTHCARE CENTER,CA,MONTROSE,323,LONGWOOD MANAGEMENT CORPORATION
BURBANK HEALTHCARE LLC,BURBANK HEALTHCARE LLC,056129,BURBANK HEALTHCARE & REHAB,CA,BURBANK,323,LONGWOOD MANAGEMENT CORPORATION
CANOGA HEALTHCARE LLC,CANOGA HEALTHCARE LLC,056133,WEST HILLS HEALTH AND REHABILITATION  CENTER,CA,CANOGA PARK,323,LONGWOOD MANAGEMENT CORPORATION
"ABILITY HOMECARE, INC.","ABILITY HOMECARE, INC.",056250,SHERMAN OAKS HEALTH & REHAB,CA,SHERMAN OAKS,323,LONGWOOD MANAGEMENT CORPORATION
"ENGLEWOOD HEALTH CARE CENTER, LLC","ENGLEWOOD HEALTH CARE CENTER, LLC",015322,ENGLEWOOD HEALTH CARE CENTER,AL,MONROEVILLE,174,CROWNE HEALTH CARE
"WEST GATE VILLAGE, LLC","WEST GATE VILLAGE, LLC",015035,WEST GATE VILLAGE,AL,BREWTON,174,CROWNE HEALTH CARE
DEL AMO GARDENS CONVALESCENT,DEL AMO GARDENS CONVALESCENT,555706,DEL AMO GARDENS CARE CENTER,CA,TORRANCE,,
"CROWNE HEALTH CARE OF EUFAULA, LLC","CROWNE HEALTH CARE OF EUFAULA, LLC",015199,CROWNE HEALTH CARE OF EUFAULA,AL,EUFAULA,174,CROWNE HEALTH CARE
"CROWNE HEALTH CARE OF MONTGOMERY, LLC","CROWNE HEALTH CARE OF MONTGOMERY, LLC",015393,CROWNE HEALTH CARE OF MONTGOMERY,AL,MONTGOMERY,174,CROWNE HEALTH CARE
"THE OAKS - LIMESTONE, LLC","THE OAKS - LIMESTONE, LLC",115410,PruittHealth - Limestone,GA,GAINESVILLE,434,PRUITTHEALTH
BROOKSIDE HEALTHCARE & REHABILITATION CENTER LLC,BROOKSIDE HEALTHCARE & REHABILITATION CENTER LLC,395227,BROOKSIDE HEALTHCARE & REHABILITATION CENTER,PA,ROSLYN,366,NATIONWIDE HEALTHCARE SERVICES
"LIBERTY NURSING CENTER OF MANSFIELD, INC.","LIBERTY NURSING CENTER OF MANSFIELD, INC.",365475,LIBERTY NURSING CENTER OF MANSFIELD,OH,MANSFIELD,,
EMERALD CARE,EMERALD CARE,505265,EMERALD CARE,WA,WAPATO,,
"HERITAGE HEALTH CARE & REHAB, INC.","HERITAGE HEALTH CARE & REHAB, INC.",015371,HERITAGE HEALTH CARE & REHAB INC,AL,TUSCALOOSA,,
"SOVEREIGN HEALTHCARE OF TAMPA, LLC","SOVEREIGN HEALTHCARE OF TAMPA, LLC",105650,BAYSHORE POINTE NURSING AND REHAB CENTER,FL,TAMPA,482,SOVEREIGN HEALTHCARE HOLDINGS
"CAMPBELL/PRESTON MEDICAL INVESTORS, LLC","CAMPBELL/PRESTON MEDICAL INVESTORS, LLC",185155,Life Care Center of Morehead,KY,Morehead,311,LIFE CARE CENTERS OF AMERICA
CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,105268,LAKESIDE HEALTH CENTER,FL,WEST PALM BEACH,311,LIFE CARE CENTERS OF AMERICA
MISSION HEALTHCARE AT BELLEVUE JOINT VENTURE,MISSION HEALTHCARE AT BELLEVUE JOINT VENTURE,505500,Bellevue Post Acute,WA,BELLEVUE,,
GRAND RIVER HOSPITAL DISTRICT,GRAND RIVER HOSPITAL DISTRICT,065381,GRAND RIVER HEALTH CARE CENTER,CO,RIFLE,,
LEXINGTON SQUARE LLC,LEXINGTON SQUARE LLC,165151,Mississippi Valley,IA,Keokuk,,
"PLEASANT VALLEY HEALTH CARE CENTER, INC","PLEASANT VALLEY HEALTH CARE CENTER, INC",375451,PLEASANT VALLEY HEALTH CARE CENTER,OK,MUSKOGEE,,
"WOODBURY WELLNESS CENTER, INC.","WOODBURY WELLNESS CENTER, INC.",345349,Woodbury Wellness Center Inc,NC,Hampstead,,
WESTERN NURSING HOME LLC,WESTERN NURSING HOME LLC,375259,WESTERN SKILLED NURSING AND THERAPY,OK,BUFFALO,91,BRIDGES HEALTH
"PRUITTHEALTH - BROOKHAVEN, LLC","PRUITTHEALTH - BROOKHAVEN, LLC",115313,PRUITTHEALTH - BROOKHAVEN,GA,ATLANTA,434,PRUITTHEALTH
FORT HUDSON NURSING CENTER INC,FORT HUDSON NURSING CENTER INC,335300,FORT HUDSON NURSING CENTER INC,NY,FORT EDWARD,,
GOOD SHEPHERD LUTHERAN HOME OF SAUK RAPIDS MINNESOTA,GOOD SHEPHERD LUTHERAN HOME OF SAUK RAPIDS MINNESOTA,245269,Good Shepherd Lutheran Home,MN,SAUK RAPIDS,,
LORETTO HEALTH AND REHABILITATION CENTER,LORETTO HEALTH AND REHABILITATION CENTER,335136,LORETTO HEALTH AND REHABILITATION CENTER,NY,SYRACUSE,,
STATE OF NEW MEXICO,STATE OF NEW MEXICO,325092,New Mexico State Veterans Home,NM,Truth or Consequences,,
"BIDWELL CARE CENTER, LLC","BIDWELL CARE CENTER, LLC",075314,TOUCHPOINTS AT MANCHESTER,CT,MANCHESTER,277,ICARE HEALTH NETWORK
"HCF OF WAPAKONETA, INC.","HCF OF WAPAKONETA, INC.",365238,WAPAKONETA MANOR,OH,WAPAKONETA,251,HCF MANAGEMENT
"MERIDEN CARE CENTER, LLC","MERIDEN CARE CENTER, LLC",075337,SILVER SPRINGS CARE CENTER,CT,MERIDEN,277,ICARE HEALTH NETWORK
UHS-CORONA INC.,UHS-CORONA INC.,555390,CORONA REGIONAL MEDICAL CENTER D/P SNF,CA,CORONA,,
"HCF OF VAN WERT, INC.","HCF OF VAN WERT, INC.",365246,VAN WERT MANOR,OH,VAN WERT,251,HCF MANAGEMENT
WAKEFIELD CARE CENTER,WAKEFIELD CARE CENTER,285209,Wakefield Health Care Center,NE,Wakefield,,
"HCF OF PIQUA, INC.","HCF OF PIQUA, INC.",365265,PIQUA MANOR,OH,PIQUA,251,HCF MANAGEMENT
"HILLCREST CONVALESCENT CENTER, INC.","HILLCREST CONVALESCENT CENTER, INC.",345001,Hillcrest Convalescent Center,NC,Durham,,
"ASSUMPTION HOME, INC.","ASSUMPTION HOME, INC.",245446,Assumption Home,MN,COLD SPRING,75,BENEDICTINE HEALTH SYSTEM
COUNTY OF DODGE,COUNTY OF DODGE,245344,Fairview Care Center,MN,DODGE CENTER,,
"HCF OF COURT HOUSE, INC.","HCF OF COURT HOUSE, INC.",365318,ST CATHERINES MANOR OF WASHINGTON COURT HOUSE,OH,WASHINGTON COURT HOU,251,HCF MANAGEMENT
"HCF OF ROSELAWN, INC.","HCF OF ROSELAWN, INC.",365744,ROSELAWN MANOR,OH,SPENCERVILLE,251,HCF MANAGEMENT
CENTRE POINTE HRC LLC,CENTRE POINTE HRC LLC,105563,CENTRE POINTE HEALTH AND REHAB CENTER,FL,TALLAHASSEE,149,CLEAR CHOICE HEALTHCARE
JEWISH HOME FOR THE ELDERLY OF FAIRFIELD COUNTY INCORPORATED,JEWISH HOME FOR THE ELDERLY OF FAIRFIELD COUNTY INCORPORATED,075353,MOZAIC SENIOR LIFE,CT,BRIDGEPORT,,
HUDSON VALLEY CARE PARTNERS LLC,HUDSON VALLEY CARE PARTNERS LLC,335399,HUDSON VALLEY REHABILITATION & EXTENDED CARE CTR,NY,HIGHLAND,,
CHERRY BLOSSOM HEALTH CARE CENTER LLC,CHERRY BLOSSOM HEALTH CARE CENTER LLC,115652,CHERRY BLOSSOM HEALTH AND REHABILITATION,GA,MACON,810,"CLINICAL SERVICES, INC."
DAWSON MANOR NURSING HOME LLC,DAWSON MANOR NURSING HOME LLC,115483,DAWSON HEALTH AND REHABILITATION,GA,DAWSON,810,"CLINICAL SERVICES, INC."
AHC OGDEN LLC,AHC OGDEN LLC,465155,Pine View Transitional Rehab,UT,Ogden,11,ADVANCED HEALTH CARE
"BEEBE RETIREMENT CENTER, INC.","BEEBE RETIREMENT CENTER, INC.",045304,"BEEBE RETIREMENT CENTER, INC.",AR,BEEBE,36,ANTHONY & BRYAN ADAMS
"HCF OF BOWLING GREEN, INC.","HCF OF BOWLING GREEN, INC.",365333,BOWLING GREEN MANOR,OH,BOWLING GREEN,251,HCF MANAGEMENT
FOUR COUNTY HEALTH CARE LLC,FOUR COUNTY HEALTH CARE LLC,115481,FOUR COUNTY HEALTH AND REHABILITATION,GA,RICHLAND,810,"CLINICAL SERVICES, INC."
HERITAGE INN OF BARNESVILLE LLC,HERITAGE INN OF BARNESVILLE LLC,115447,HERITAGE INN OF BARNESVILLE HEALTH AND REHAB,GA,BARNESVILLE,810,"CLINICAL SERVICES, INC."
HERITAGE INN OF SANDERSVILLE LLC,HERITAGE INN OF SANDERSVILLE LLC,115369,HERITAGE INN OF SANDERSVILLE HEALTH AND REHAB,GA,SANDERSVILLE,810,"CLINICAL SERVICES, INC."
LEE COUNTY HEALTH CARE LLC,LEE COUNTY HEALTH CARE LLC,115614,LEE COUNTY HEALTH AND REHABILITATION,GA,LEESBURG,810,"CLINICAL SERVICES, INC."
"HCF OF FOX RUN, INC.","HCF OF FOX RUN, INC.",365337,THE MANOR AT GREENDALE,OH,FINDLAY,251,HCF MANAGEMENT
"FRANKFORT COMMUNITY CARE HOME, INC","FRANKFORT COMMUNITY CARE HOME, INC",175417,FRANKFORT COMMUNITY CARE HOME,KS,FRANKFORT,,
"HCF OF SHAWNEE, INC.","HCF OF SHAWNEE, INC.",365361,SHAWNEE MANOR,OH,LIMA,251,HCF MANAGEMENT
"HCF OF CELINA, INC.","HCF OF CELINA, INC.",365377,CELINA MANOR,OH,CELINA,251,HCF MANAGEMENT
"HCF OF CRESTVIEW, INC.","HCF OF CRESTVIEW, INC.",365497,VILLAGE AT THE GREENE,OH,DAYTON,251,HCF MANAGEMENT
ELIM HOMES INC,ELIM HOMES INC,245422,MILACA ELIM MEADOWS HEALTH CARE CENTER,MN,MILACA,120,CASSIA
"HCF OF PERRYSBURG, INC.","HCF OF PERRYSBURG, INC.",366022,MANOR AT PERRYSBURG,OH,PERRYSBURG,251,HCF MANAGEMENT
OXNARD MANOR LP,OXNARD MANOR LP,056379,Oxnard Manor Healthcare Center,CA,Oxnard,,
VALLEY HEALTH SERVICES INC,VALLEY HEALTH SERVICES INC,335672,VALLEY HEALTH SERVICES INC,NY,HERKIMER,,
SOUTH HAMPTON NURSING AND REHABILITATION CENTER LLC,SOUTH HAMPTON NURSING AND REHABILITATION CENTER LLC,015448,SOUTH HAMPTON NURSING & REHABILITATION CENTER,AL,OWENS CROSS ROADS,702,PRESTON HEALTH SERVICES
SOUTHLAND NURSING HOME LLC,SOUTHLAND NURSING HOME LLC,015104,SOUTHLAND NURSING HOME,AL,MARION,,
ANDALUSIA MANOR LLC,ANDALUSIA MANOR LLC,015416,ANDALUSIA MANOR,AL,ANDALUSIA,,
SUNNYSIDE PROPERTIES OF SARASOTA INC,SUNNYSIDE PROPERTIES OF SARASOTA INC,106053,SUNNYSIDE NURSING HOME,FL,SARASOTA,,
SOLON NURSING CARE CENTER INC,SOLON NURSING CARE CENTER INC,165550,Solon Nursing Care Center,IA,Solon,,
TABOR MANOR CARE CENTER INC,TABOR MANOR CARE CENTER INC,165546,Tabor Manor Care Center,IA,Tabor,,
